263644  , -192002     , array([ 0.471826   ,  0.0154651  ,  0.00167457 ,  0.000162903,  0.0893467  ])
263888  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263889  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263890  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263891  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263892  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263893  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263894  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263895  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263896  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263897  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263898  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263899  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263900  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263901  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263902  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263903  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263904  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263905  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263906  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263907  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263908  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263909  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263910  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263911  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263912  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263913  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263914  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263915  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263916  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263917  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263918  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263919  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263920  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263921  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263922  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263923  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263924  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263925  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263926  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263927  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263928  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263929  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263930  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263931  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263932  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263933  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263934  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263935  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263936  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263937  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263938  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263939  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263940  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263941  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263942  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263943  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263944  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263945  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263946  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263947  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263948  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263949  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263950  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263951  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263952  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263953  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263954  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263955  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263956  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263957  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263958  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263959  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263960  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263961  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263962  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263963  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263964  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263965  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263966  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263967  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263968  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263969  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263970  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263971  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263972  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263973  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263974  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263975  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263976  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263977  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263978  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263979  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263980  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263981  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263982  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263983  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263984  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263985  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263986  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263987  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263988  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263989  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263990  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263991  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263992  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
263993  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
263994  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263995  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263996  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263997  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
263998  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
263999  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264000  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264001  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264002  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264003  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264004  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264005  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264006  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264007  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264008  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264009  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264010  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264011  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264012  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264013  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264014  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264015  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264016  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264017  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264018  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264019  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264020  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264021  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264022  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264023  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264024  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264025  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264026  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264027  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264028  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264029  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264030  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264031  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264032  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264033  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264034  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264035  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264036  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264037  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264038  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264039  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264040  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264041  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264042  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264043  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264044  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264045  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264046  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264047  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264048  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264049  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264050  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264051  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264052  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264053  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264054  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264055  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264056  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264057  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264058  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264059  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264060  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264061  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264062  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264063  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264064  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264065  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264066  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264067  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264068  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264069  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264070  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264071  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264072  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264073  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264074  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264075  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264076  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264077  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264078  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264079  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264080  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264081  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264082  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264083  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264084  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264085  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264086  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264087  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264088  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264089  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264090  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264091  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264092  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264093  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264094  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264095  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264096  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264097  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264098  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264099  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264100  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264101  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264102  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264103  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264104  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264105  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264106  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264107  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264108  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264109  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264110  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264111  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264112  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264113  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264114  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264115  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264116  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264117  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.07055e-28,  3.90348e-41,  0.0243364  ])
264118  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90739e-41,  0.0243364  ])
264119  , -1632.39    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243607  ])
264120  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264121  , -1632.44    , array([ 1.43536    ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264122  , -1632.44    , array([ 1.4368     ,  0.0680808  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
264123  , -1632.5     , array([ 1.43536    ,  0.0681489  ,  6.06448e-28,  3.90348e-41,  0.0243364  ])
